Median_House_Value;Median_Income;Median_Age;Tot_Rooms;Tot_Bedrooms;Population;Households;Latitude;Longitude;Distance_to_coast;Distance_to_LA;Distance_to_SanDiego;Distance_to_SanJose;Distance_to_SanFrancisco;OcPrx_<1H OCEAN;OcPrx_INLAND;OcPrx_ISLAND;OcPrx_NEAR BAY;OcPrx_NEAR OCEAN
69100;1.0521;40;1064.0;266;912;239;37.94;-122.37;2128.601246;569672.8234;748545.4653;79261.31021;19229.82335;0;0;0;1;0
37900;1.75;45;3150.0;756;1798;749;37.93;-122.37;1056.635307;568845.4624;747702.356;78322.03495;18165.07731;0;0;0;1;0
269800;5.0524;18;3507.0;711;1224;676;37.91;-122.38;1780.890697;567782.3206;746592.1712;76944.77713;15782.09643;0;0;0;1;0
274500;4.016;47;3453.0;779;1353;728;37.93;-122.42;4556.028793;571787.6006;750571.363;80768.71451;17377.85134;0;0;0;1;0
275000;3.2875;52;154.0;33;89;38;37.94;-122.41;3143.499995;572021.2057;750836.4856;81182.55432;18555.91086;0;0;0;1;0
95000;2.1287;30;2515.0;481;1327;428;37.93;-122.34;2439.950442;567089.9487;745988.8547;76937.6687;19111.75378;0;0;0;1;0
91500;1.7257;39;2002.0;416;1166;395;37.93;-122.35;1674.036759;567674.2999;746559.3597;77391.85647;18760.44662;0;0;0;1;0
86100;1.7727;44;1891.0;449;1047;432;37.93;-122.36;1090.919674;568259.472;747130.5273;77853.35496;18444.2762;0;0;0;1;0
87000;1.9375;42;1796.0;389;1107;372;37.93;-122.36;1090.919674;568259.472;747130.5273;77853.35496;18444.2762;0;0;0;1;0
84200;0.8641;37;709.0;190;644;174;37.93;-122.37;1056.635307;568845.4624;747702.356;78322.03495;18165.07731;0;0;0;1;0
93800;1.125;36;1954.0;513;1437;440;37.91;-122.33;1522.527808;564847.1489;743729.1292;74579.98775;17547.24226;0;0;0;1;0
94000;1.9224;36;921.0;200;585;236;37.92;-122.35;1364.194121;566846.0454;745715.5099;76445.65733;17737.36546;0;0;0;1;0
104200;1.3929;52;215.0;41;126;43;37.92;-122.36;498.5107781;567432.1491;746287.3982;76912.89655;17402.57172;0;0;0;1;0
186800;4.2895;4;2851.0;798;1285;712;37.91;-122.35;1841.877964;566018.7608;744872.3609;75503.97625;16725.63214;0;0;0;1;0
90300;2.3475;34;2326.0;471;1356;441;37.93;-122.33;3262.358498;566506.4208;745419.0139;76490.9219;19496.29836;0;0;0;1;0
111500;3.0156;27;2158.0;424;1220;442;37.93;-122.33;3262.358498;566506.4208;745419.0139;76490.9219;19496.29836;0;0;0;1;0
88300;1.4423;32;2389.0;652;1672;584;37.93;-122.34;2439.950442;567089.9487;745988.8547;76937.6687;19111.75378;0;0;0;1;0
112100;2.64;45;2225.0;486;1304;459;37.93;-122.34;2439.950442;567089.9487;745988.8547;76937.6687;19111.75378;0;0;0;1;0
156300;3.2222;41;268.0;75;198;82;37.93;-122.35;1674.036759;567674.2999;746559.3597;77391.85647;18760.44662;0;0;0;1;0
140600;5.0187;29;2304.0;399;1377;454;37.92;-122.32;2858.813311;565092.6666;744003.8258;75088.4777;18951.51011;0;0;0;1;0
122400;2.2301;26;3887.0;779;2512;740;37.92;-122.33;2621.670203;565676.3016;744573.7222;75533.31342;18514.02847;0;0;0;1;0
129100;3.2674;28;4649.0;977;2606;953;37.92;-122.32;2858.813311;565092.6666;744003.8258;75088.4777;18951.51011;0;0;0;1;0
119600;2.6399;34;2669.0;647;1341;555;37.91;-122.32;1902.084775;564262.579;743158.5105;74129.37035;18008.2876;0;0;0;1;0
167800;2.7628;39;2955.0;696;1417;682;37.91;-122.31;2541.133847;563678.8366;742588.5585;73686.52385;18499.54848;0;0;0;1;0
178400;3.6417;43;2549.0;511;1060;528;37.91;-122.31;2541.133847;563678.8366;742588.5585;73686.52385;18499.54848;0;0;0;1;0
177800;4.1146;45;3924.0;834;1992;773;37.91;-122.31;2541.133847;563678.8366;742588.5585;73686.52385;18499.54848;0;0;0;1;0
286500;5.3433;39;2505.0;371;872;345;37.93;-122.31;4247.260971;565341.8455;744281.3307;75620.27651;20357.40429;0;0;0;1;0
253400;5.0399;36;2403.0;408;917;404;37.93;-122.31;4247.260971;565341.8455;744281.3307;75620.27651;20357.40429;0;0;0;1;0
247300;5.1067;40;3056.0;489;1103;481;37.93;-122.32;3898.78993;565923.7189;744849.8387;76051.74719;19912.1548;0;0;0;1;0
267700;6.2712;47;1911.0;283;697;275;37.94;-122.32;4503.731297;566755.7317;745696.5466;77019.02266;20887.81805;0;0;0;1;0
321600;6.0677;32;3943.0;605;1524;614;37.92;-122.3;3923.047422;563927.8831;742866.0356;74222.15815;19913.97898;0;0;0;1;0
288200;5.943;35;583.0;88;235;84;37.92;-122.29;4616.072966;563346.7397;742298.1449;73800.94845;20434.84516;0;0;0;1;0
401000;6.516;32;1736.0;234;602;231;37.92;-122.29;4616.072966;563346.7397;742298.1449;73800.94845;20434.84516;0;0;0;1;0
304000;4.5;34;2254.0;357;715;306;37.93;-122.3;4734.666746;564760.8032;743713.4916;75196.64247;20830.16206;0;0;0;1;0
261900;3.5089;36;1526.0;256;696;263;37.93;-122.31;4247.260971;565341.8455;744281.3307;75620.27651;20357.40429;0;0;0;1;0
22500;2.675;33;296.0;73;216;63;37.93;-122.32;3898.78993;565923.7189;744849.8387;76051.74719;19912.1548;0;0;0;1;0
183300;2.8456;30;1014.0;236;537;204;37.92;-122.31;3318.412627;564509.8596;743434.5965;74651.38037;19418.86123;0;0;0;1;0
220100;3.724;38;1250.0;236;631;279;37.92;-122.31;3318.412627;564509.8596;743434.5965;74651.38037;19418.86123;0;0;0;1;0
195800;2.5;12;1895.0;600;983;519;37.92;-122.31;3318.412627;564509.8596;743434.5965;74651.38037;19418.86123;0;0;0;1;0
186900;3.3594;22;1119.0;220;565;199;37.92;-122.32;2858.813311;565092.6666;744003.8258;75088.4777;18951.51011;0;0;0;1;0
212200;4.1587;43;2116.0;407;900;361;37.92;-122.31;3318.412627;564509.8596;743434.5965;74651.38037;19418.86123;0;0;0;1;0
239000;4.0804;33;1615.0;271;710;285;37.92;-122.3;3923.047422;563927.8831;742866.0356;74222.15815;19913.97898;0;0;0;1;0
218100;2.7243;31;1432.0;348;681;348;37.91;-122.31;2541.133847;563678.8366;742588.5585;73686.52385;18499.54848;0;0;0;1;0
200400;2.9441;39;2686.0;569;1159;559;37.91;-122.3;3291.868029;563095.9242;742019.275;73251.58917;19018.6836;0;0;0;1;0
209100;3.6321;40;2866.0;617;1305;589;37.91;-122.3;3291.868029;563095.9242;742019.275;73251.58917;19018.6836;0;0;0;1;0
217200;2.9219;37;2125.0;489;912;462;37.9;-122.3;2958.944293;562264.9307;741173.212;72285.09327;18147.36765;0;0;0;1;0
223000;3.4091;41;2053.0;435;873;415;37.9;-122.3;2958.944293;562264.9307;741173.212;72285.09327;18147.36765;0;0;0;1;0
141700;2.3946;35;1102.0;308;688;303;37.9;-122.3;2958.944293;562264.9307;741173.212;72285.09327;18147.36765;0;0;0;1;0
162500;2.2672;30;1772.0;471;880;437;37.9;-122.3;2958.944293;562264.9307;741173.212;72285.09327;18147.36765;0;0;0;1;0
311400;6.0;36;1450.0;235;568;234;37.92;-122.29;4616.072966;563346.7397;742298.1449;73800.94845;20434.84516;0;0;0;1;0
263200;5.1691;38;2591.0;424;905;378;37.91;-122.29;4093.29062;562513.8444;741450.6613;72824.70809;19563.47408;0;0;0;1;0
262000;4.0536;46;2085.0;346;748;354;37.91;-122.29;4093.29062;562513.8444;741450.6613;72824.70809;19563.47408;0;0;0;1;0
273700;5.5357;40;2085.0;329;796;339;37.91;-122.29;4093.29062;562513.8444;741450.6613;72824.70809;19563.47408;0;0;0;1;0
234900;4.4286;52;2657.0;500;1131;489;37.9;-122.29;3830.768673;561681.9127;740603.8742;71852.41167;18717.61199;0;0;0;1;0
358500;6.5576;38;2501.0;348;805;329;37.91;-122.28;4920.697117;561932.5998;740882.7191;72406.02305;20131.83722;0;0;0;1;0
333700;6.3538;49;3191.0;516;1148;507;37.9;-122.28;4704.682155;561099.7295;740035.2078;71427.97001;19310.96615;0;0;0;1;0
287500;4.1212;52;1369.0;249;490;248;37.9;-122.28;4704.682155;561099.7295;740035.2078;71427.97001;19310.96615;0;0;0;1;0
324400;5.828;41;3009.0;482;1053;490;37.91;-122.28;4920.697117;561932.5998;740882.7191;72406.02305;20131.83722;0;0;0;1;0
315500;6.3669;47;1930.0;315;692;296;37.91;-122.27;5762.906478;561352.1931;740315.4498;71995.67704;20721.83344;0;0;0;1;0
331200;7.3089;48;2083.0;298;685;286;37.91;-122.28;4920.697117;561932.5998;740882.7191;72406.02305;20131.83722;0;0;0;1;0
109400;3.7557;16;2739.0;480;1259;436;41.8;-124.17;6329.831859;1005556.81;1184374.454;533364.1399;471650.8694;0;0;0;0;1
85800;1.9797;19;2672.0;552;1298;478;41.8;-124.3;4782.763491;1011468.59;1190400.196;537534.9573;475261.8511;0;0;0;0;1
73200;2.4805;11;3159.0;616;1343;479;41.75;-124.23;4389.649544;1003628.689;1182539.31;530140.6976;468052.3238;0;0;0;0;1
68400;2.5795;17;3461.0;722;1947;647;41.77;-124.21;3495.904558;1004574.813;1183452.671;531546.9901;469590.5495;0;0;0;0;1
74600;1.6654;15;3140.0;714;1645;640;41.78;-124.19;4614.13844;1004597.213;1183449.355;531937.002;470090.6132;0;0;0;0;1
78300;1.7038;28;3003.0;699;1530;653;41.73;-124.22;4867.04765;1001315.641;1180232.997;527769.3256;465678.8715;0;0;0;0;1
66900;2.0074;20;3810.0;787;1993;721;41.75;-124.21;5103.210468;1002715.953;1181609.394;529495.8778;467494.2907;0;0;0;0;1
105900;2.4605;20;2673.0;538;1282;514;41.76;-124.17;4594.026544;1001828.357;1180678.464;529248.5962;467445.607;0;0;0;0;1
69500;2.1829;15;2715.0;569;1532;530;41.74;-124.16;2351.154921;999512.5239;1178369.625;526876.3418;465072.6936;0;0;0;0;1
122400;2.275;21;2696.0;578;1208;494;41.95;-124.14;7066.568076;1018260.119;1196919.274;547937.8714;486686.5597;0;0;0;0;1
75000;2.1336;19;1668.0;324;841;283;41.92;-124.16;5336.877189;1016331.493;1195037.688;545437.0759;484032.0017;0;0;0;0;1
103600;3.0313;17;2677.0;531;1244;456;41.84;-124.3;7387.33283;1015177.591;1194079.078;541621.5504;479437.6426;0;0;0;0;1
103100;2.2868;17;3276.0;628;3546;585;41.81;-124.15;8218.165424;1005589.62;1184380.186;533771.2405;472169.3698;0;0;0;0;1
152700;2.9688;22;1880.0;360;743;314;41.68;-123.91;18431.42838;982697.9731;1161359.713;513100.376;452344.2654;1;0;0;0;0
116700;3.13;18;1504.0;357;660;258;41.88;-123.83;31368.10493;998149.6004;1176520.995;531832.1551;471914.433;1;0;0;0;0
71100;2.0202;22;2920.0;636;1382;499;41.54;-123.92;15497.49459;970005.5348;1148802.212;498833.1589;437705.4061;0;0;0;0;1
172200;4.8311;7;4341.0;716;1978;682;38.91;-120.97;106564.1833;592526.7871;769452.7134;192797.0376;179434.8627;0;1;0;0;0
163400;3.93;11;3522.0;623;1456;544;38.81;-121.04;93904.82903;585122.801;762490.1725;180159.2936;167371.576;0;1;0;0;0
127300;2.902;15;3876.0;778;1960;691;38.91;-120.88;110338.5668;589267.8659;765874.5742;196223.7618;185091.4277;0;1;0;0;0
128600;3.2027;11;1720.0;345;850;326;38.86;-120.92;103790.2707;585658.4724;762521.1367;189697.5428;178789.3179;0;1;0;0;0
128200;2.8562;12;2180.0;423;1070;377;38.83;-120.87;103277.6442;580814.5684;757566.3062;188766.3232;179855.4936;0;1;0;0;0
132600;3.1635;11;1280.0;286;609;248;38.81;-120.84;102929.195;577711.4509;754399.1747;188090.1363;180433.0914;0;1;0;0;0
119300;2.9444;17;1438.0;324;675;268;38.89;-120.81;111713.0973;584762.4937;761151.9716;197116.7369;188139.4155;0;1;0;0;0
118500;1.7222;15;1374.0;291;709;239;38.83;-120.79;107285.033;577961.7566;754414.7157;192185.8619;185198.8642;0;1;0;0;0
120100;3.4688;8;1877.0;479;884;323;38.85;-120.71;113302.0061;577226.9604;753313.8119;197679.6183;192009.4243;0;1;0;0;0
213300;4.7083;15;5218.0;711;1949;659;38.68;-121.09;79096.40756;574152.537;751928.9021;165229.23;154518.3727;0;1;0;0;0
239600;6.844;10;2499.0;331;1040;333;38.67;-121.08;78551.21833;572766.8034;750534.3623;164603.124;154468.3776;0;1;0;0;0
173400;4.6394;22;1831.0;274;813;269;38.66;-121.07;78027.93118;571381.1651;749139.8468;163986.9534;154431.4983;0;1;0;0;0
217500;5.3344;12;3425.0;549;1357;451;38.58;-121.0;74139.38299;560693.1102;738407.6585;158995.4296;153897.917;0;1;0;0;0
172500;4.1163;5;5743.0;1074;2651;962;38.69;-120.99;84553.30429;571237.1452;748697.123;170126.2853;161932.0065;0;1;0;0;0
187900;5.4413;8;4913.0;744;2005;723;38.67;-120.99;82711.59894;569244.603;746745.9479;168165.7585;160556.1532;0;1;0;0;0
186600;5.584;13;3432.0;516;1286;470;38.67;-120.98;83206.7064;568858.936;746329.2729;168579.7264;161242.0446;0;1;0;0;0
163300;3.225;9;2073.0;404;916;373;38.66;-120.98;82298.54377;567862.5785;745353.6544;167604.407;160564.2805;0;1;0;0;0
176900;3.2964;5;4810.0;909;2242;900;38.68;-120.98;84119.76279;569855.7199;747305.2705;169556.7274;161924.6067;0;1;0;0;0
217100;5.2032;10;3421.0;563;1689;545;38.69;-120.95;86526.74989;569707.1494;747040.3557;171783.6269;164662.5562;0;1;0;0;0
180800;3.9036;11;2339.0;436;1062;380;38.66;-120.96;83318.24136;567093.2326;744521.6777;168447.8721;161947.4151;0;1;0;0;0
300600;4.0714;9;3707.0;602;1601;555;38.65;-120.97;81907.92607;566480.6726;743961.3968;167053.282;160585.0498;0;1;0;0;0
170100;4.5568;12;2213.0;384;1097;351;38.65;-120.93;84017.13406;564948.2975;742301.9318;168778.1351;163377.0094;0;1;0;0;0
207600;4.1843;12;4545.0;748;2033;718;38.62;-120.91;82550.49311;561188.5377;738541.3198;166805.0319;162855.8785;0;1;0;0;0
202800;4.3981;12;3247.0;579;1459;517;38.79;-120.95;95786.43304;579723.365;756842.2438;181585.6455;171695.5223;0;1;0;0;0
196300;5.5111;9;2229.0;355;788;341;38.77;-120.93;94843.84659;576970.1325;754065.1616;180424.5924;171583.7756;0;1;0;0;0
230600;4.835;11;5460.0;859;2645;838;38.73;-120.91;92163.99874;572208.5716;749323.1878;177359.3093;170135.2623;0;1;0;0;0
167400;4.0;13;2692.0;470;1302;420;38.71;-120.87;92480.8439;568713.9091;745735.1205;177170.0744;171532.4214;0;1;0;0;0
184600;4.825;11;1013.0;188;410;158;38.77;-120.84;99349.31005;573666.6142;750445.716;184238.6666;177656.5402;0;1;0;0;0
146100;2.5625;15;1533.0;300;674;287;38.75;-120.86;96529.48884;572375.2105;749271.6382;181443.7037;174921.2741;0;1;0;0;0
128300;2.2269;17;3685.0;775;1714;734;38.74;-120.83;97252.2407;570273.5832;747084.6878;181814.7724;176310.7701;0;1;0;0;0
142600;2.8807;17;2616.0;492;1158;457;38.73;-120.84;95842.1424;569627.7689;746497.7949;180414.623;174948.9969;0;1;0;0;0
120500;2.5104;38;2005.0;385;882;353;38.73;-120.81;97492.89142;568539.2246;745299.9848;181771.6167;177036.5509;0;1;0;0;0
111300;2.1603;28;4236.0;877;2008;881;38.74;-120.78;100025.1194;568474.5582;745100.0107;184095.0167;179792.1295;0;1;0;0;0
121600;2.3314;29;2259.0;482;1099;463;38.74;-120.81;98347.61065;569550.4431;746288.1848;182717.6949;177698.6303;0;1;0;0;0
148500;2.6392;21;3509.0;606;1576;564;38.76;-120.76;102842.1374;569793.5976;746295.4995;186901.871;182506.3388;0;1;0;0;0
108300;1.5625;17;512.0;129;314;140;38.73;-120.76;100335.218;566748.5612;743321.2059;184094.374;180546.6184;0;1;0;0;0
127900;2.9844;31;3117.0;616;1606;588;38.73;-120.78;99185.09079;567461.2766;744110.0733;183156.2443;179138.0782;0;1;0;0;0
128600;2.7273;42;1276.0;260;799;259;38.73;-120.81;97492.89142;568539.2246;745299.9848;181771.6167;177036.5509;0;1;0;0;0
150900;3.6406;19;4414.0;767;1865;699;38.72;-120.78;98350.45872;566448.3641;743120.4795;182219.4202;178488.5563;0;1;0;0;0
138100;2.1682;35;2104.0;403;1060;400;38.76;-120.67;108091.9174;566663.6624;742804.9949;191201.302;188846.1992;0;1;0;0;0
158700;2.9;19;2325.0;430;967;376;38.75;-120.7;105493.7142;566676.8008;742965.2904;188819.3537;186077.8868;0;1;0;0;0
141300;2.9219;17;2146.0;396;862;351;38.73;-120.71;103283.2135;564987.612;741364.5437;186491.0259;184093.2872;0;1;0;0;0
141200;4.03;15;2155.0;394;857;356;38.77;-120.58;114405.4471;564658.901;740389.2828;196619.9952;195913.4636;0;1;0;0;0
108700;2.3583;21;1661.0;406;789;319;38.77;-120.58;114405.4471;564658.901;740389.2828;196619.9952;195913.4636;0;1;0;0;0
106900;3.0217;22;1236.0;273;615;248;38.76;-120.6;112384.0129;564296.6072;740140.2291;194700.2171;193853.9911;0;1;0;0;0
94700;1.7266;21;1728.0;417;731;334;38.76;-120.59;113010.7333;563963.3159;739763.1563;195210.6509;194574.5332;0;1;0;0;0
117500;2.7201;17;3145.0;621;1432;559;38.75;-120.63;109742.7463;564279.7238;740277.7015;192278.368;191075.173;0;1;0;0;0
151700;4.0709;13;4492.0;821;2093;734;38.69;-120.7;100736.8976;560567.6695;737001.0648;183323.72;182319.4994;0;1;0;0;0
140200;4.0675;11;4577.0;836;1944;700;38.73;-120.63;108198.1231;562232.5951;738280.3263;190472.3735;189838.9574;0;1;0;0;0
131700;3.0789;14;1821.0;316;769;266;38.68;-120.63;104443.8386;557120.6867;733292.5678;185996.993;186828.4398;0;1;0;0;0
136600;3.9812;9;3006.0;540;1102;418;38.75;-120.54;115449.7707;561285.2999;736887.1978;196916.817;197592.2606;0;1;0;0;0
133800;2.5865;14;2925.0;625;1226;437;38.6;-120.76;90095.19452;553592.0363;730468.528;172146.5114;172543.1069;0;1;0;0;0
126400;2.5042;19;2715.0;596;1301;473;38.61;-120.66;97431.42781;551027.1072;727494.2198;178226.4952;180562.1074;0;1;0;0;0
118800;2.6833;8;892.0;185;427;164;38.57;-120.72;90579.93779;549109.2601;725906.362;171524.2503;173816.472;0;1;0;0;0
100000;3.6125;15;432.0;87;208;73;38.53;-120.59;97170.87273;540434.7247;716812.5812;175215.99;181625.2944;0;1;0;0;0
98000;3.5192;9;2598.0;548;796;297;38.61;-120.44;112950.0271;543598.9799;719101.9682;190537.14;197291.7512;0;1;0;0;0
170700;4.0827;8;3417.0;604;1703;623;38.58;-120.88;81029.90914;556048.3481;733388.9047;164430.6897;162539.2355;0;1;0;0;0
208300;5.7373;12;1313.0;231;731;232;38.63;-120.84;87449.34899;559557.7192;736652.8027;170986.5462;168503.6713;0;1;0;0;0
155900;3.5511;17;2319.0;430;1126;372;38.65;-120.76;93902.57308;558644.6607;735404.8542;176697.5192;175523.7364;0;1;0;0;0
141400;3.4872;18;5928.0;1097;2697;1096;38.69;-120.85;91854.82886;565963.0367;742958.862;176163.843;171610.0273;0;1;0;0;0
138500;2.3319;13;5036.0;1034;2243;923;38.7;-120.79;96114.44555;564783.8619;741539.8285;179879.725;176493.2761;0;1;0;0;0
55000;2.3295;17;598.0;160;715;146;36.16;-120.1;108989.9728;288854.4091;468251.7483;206404.9577;274037.0227;0;1;0;0;0
64700;1.5086;12;1462.0;356;1708;367;36.21;-120.1;113203.7154;293353.0352;472762.2653;202889.3368;270377.3627;0;1;0;0;0
55100;1.4191;12;1923.0;559;2809;535;36.19;-120.09;112089.2975;291023.6367;470431.8009;204981.835;272510.5771;0;1;0;0;0
87500;2.4398;11;1337.0;412;1376;318;36.29;-120.27;108947.8937;309558.2521;488926.3996;185441.8385;253037.9456;0;1;0;0;0
104200;2.1458;29;579.0;116;218;99;36.18;-120.43;90135.40795;309046.8668;488015.8602;183012.5086;251023.3411;0;1;0;0;0
65000;3.0658;36;613.0;124;310;124;36.16;-120.37;92551.36336;303861.8611;482915.6678;188405.0337;256393.5437;0;1;0;0;0
62000;1.8264;18;1206.0;274;622;217;36.14;-120.36;91782.23713;301583.937;480616.2275;190604.6583;258603.309;0;1;0;0;0
70000;2.7461;17;2279.0;448;1200;420;36.15;-120.38;91142.86922;303594.12;482605.3966;188546.3588;256549.7284;0;1;0;0;0
86400;3.2639;10;2522.0;533;1335;493;36.13;-120.37;90380.04755;301319.7039;480307.9361;190753.0725;258764.583;0;1;0;0;0
86300;4.381;34;2084.0;339;868;347;36.15;-120.37;91819.83159;303012.7659;482045.4283;189184.4168;257181.5127;0;1;0;0;0
85300;2.7792;18;1519.0;296;846;272;36.16;-120.35;93905.86106;302707.4078;481801.171;189692.343;257665.3525;0;1;0;0;0
60400;1.7075;9;2671.0;647;1484;541;36.14;-120.35;92472.16267;301004.1239;480057.3695;191244.2324;259236.2579;0;1;0;0;0
55500;3.0134;29;1938.0;434;1306;415;36.13;-120.36;91071.76908;300736.5573;479746.898;191388.0843;259394.1772;0;1;0;0;0
112500;2.5;18;819.0;198;996;198;36.72;-120.67;99825.99319;369258.7839;548628.1731;128338.8425;195032.1786;0;1;0;0;0
38800;1.9417;20;1193.0;263;1274;241;36.55;-120.51;110129.4118;345570.2873;524939.9959;150780.5239;217958.4203;0;1;0;0;0
63000;1.3386;20;1287.0;310;954;269;36.87;-120.46;119014.1465;372076.1207;551383.1378;137220.6052;201213.1002;0;1;0;0;0
66000;2.3523;34;673.0;173;539;182;36.86;-120.45;119844.0207;370658.3686;549963.711;138470.8453;202545.2008;0;1;0;0;0
58100;2.1759;20;1519.0;376;1681;370;36.85;-120.45;119796.0879;369729.1575;549042.7238;138906.9549;203115.3677;0;1;0;0;0
71900;2.4414;21;1779.0;399;1446;371;36.86;-120.51;114512.4262;373614.6251;552971.3519;133568.2443;197973.7872;0;1;0;0;0
74400;2.3295;42;1766.0;344;1084;323;36.97;-120.55;112268.7777;385763.1361;565076.3764;125771.6996;188752.7014;0;1;0;0;0
55000;2.2083;18;902.0;195;771;174;36.84;-120.69;98412.74598;381013.9979;560419.7302;120092.6355;185746.5417;0;1;0;0;0
14999;1.6607;16;255.0;73;85;38;39.71;-122.74;89894.93543;745210.343;924386.6308;274118.5835;216934.5211;0;1;0;0;0
71900;2.4861;25;1231.0;240;658;211;39.5;-122.53;107060.8555;715802.2481;894957.1626;246996.1831;192116.8892;0;1;0;0;0
60000;0.957;52;661.0;316;392;244;40.8;-124.17;3514.868497;914261.4323;1093636.156;432449.2543;368229.9909;0;0;0;0;1
80500;1.7308;52;2416.0;618;1150;571;40.8;-124.16;4044.838823;913758.2159;1093130.487;432057.9024;367881.3609;0;0;0;0;1
76900;1.7778;52;1264.0;277;591;284;40.79;-124.16;3256.835746;912866.8094;1092241.507;431073.2765;366869.0519;0;0;0;0;1
75500;1.585;52;1606.0;419;891;367;40.8;-124.17;3514.868497;914261.4323;1093636.156;432449.2543;368229.9909;0;0;0;0;1
62500;1.8529;52;1557.0;344;758;319;40.8;-124.17;3514.868497;914261.4323;1093636.156;432449.2543;368229.9909;0;0;0;0;1
92700;2.2566;52;2148.0;421;975;430;40.79;-124.16;3256.835746;912866.8094;1092241.507;431073.2765;366869.0519;0;0;0;0;1
85400;2.5417;50;2285.0;403;837;353;40.78;-124.16;2706.676792;911975.884;1091352.933;430089.2702;365857.3208;0;0;0;0;1
68300;1.6369;39;1606.0;330;731;327;40.78;-124.17;1935.997854;912480.2284;1091859.569;430482.5275;366207.9811;0;0;0;0;1
70000;1.8242;37;1371.0;319;640;260;40.78;-124.19;919.9533337;913490.6301;1092874.301;431273.146;366914.3489;0;0;0;0;1
70500;1.745;39;1836.0;352;883;337;40.79;-124.18;2206.785663;913874.9406;1093254.299;431859.2495;367570.0182;0;0;0;0;1
64600;1.4668;40;1398.0;311;788;279;40.79;-124.18;2206.785663;913874.9406;1093254.299;431859.2495;367570.0182;0;0;0;0;1
70500;1.9688;43;2285.0;479;1169;482;40.79;-124.17;2651.321589;913370.5893;1092747.66;431465.5792;367218.6945;0;0;0;0;1
82000;2.9038;43;2241.0;446;932;395;40.78;-124.16;2706.676792;911975.884;1091352.933;430089.2702;365857.3208;0;0;0;0;1
85600;2.8529;35;2141.0;438;1053;434;40.77;-124.16;2553.053398;911085.4411;1090464.764;429105.888;364846.1724;0;0;0;0;1
81300;2.2227;30;1895.0;366;990;359;40.77;-124.17;1714.506196;911590.3508;1090971.885;429500.1036;365197.8554;0;0;0;0;1
70200;2.5536;37;1453.0;293;867;310;40.78;-124.18;1260.221928;912985.1441;1092366.692;430877.154;366560.3254;0;0;0;0;1
72200;2.5096;33;1076.0;222;656;236;40.78;-124.18;1260.221928;912985.1441;1092366.692;430877.154;366560.3254;0;0;0;0;1
67000;2.1607;34;1592.0;364;950;317;40.78;-124.18;1260.221928;912985.1441;1092366.692;430877.154;366560.3254;0;0;0;0;1
116100;4.8516;13;2171.0;339;951;353;40.75;-124.17;2956.519229;909812.0514;1089197.74;427537.1565;363179.387;0;0;0;0;1
82800;2.8056;26;1776.0;361;992;380;40.76;-124.17;2145.655513;910700.958;1090084.609;428518.3118;364188.3224;0;0;0;0;1
69000;2.442;30;2975.0;634;1367;583;40.77;-124.19;193.1868056;912601.8832;1091987.587;430292.6437;365906.2776;0;0;0;0;1
67500;1.75;50;340.0;74;235;83;40.81;-124.15;4408.388432;914148.0207;1093515.171;432654.1069;368548.3005;0;0;0;0;1
72600;2.5;32;1373.0;312;872;306;40.8;-124.14;5269.493121;912753.5005;1092120.611;431279.3113;367189.1541;0;0;0;0;1
74100;1.755;47;1486.0;335;765;329;40.8;-124.15;4621.180736;913255.5717;1092625.305;431667.9202;367534.4137;0;0;0;0;1
74700;1.6111;52;2167.0;480;908;451;40.8;-124.16;4044.838823;913758.2159;1093130.487;432057.9024;367881.3609;0;0;0;0;1
74100;1.1386;52;1703.0;500;952;435;40.8;-124.16;4044.838823;913758.2159;1093130.487;432057.9024;367881.3609;0;0;0;0;1
81000;2.4896;38;1552.0;290;873;291;40.79;-124.14;4692.071372;911860.967;1091230.665;430292.7888;366174.829;0;0;0;0;1
104200;3.1711;41;2127.0;358;911;349;40.78;-124.15;3510.298272;911472.1118;1090846.784;429697.386;365508.3493;0;0;0;0;1
81800;3.8;46;1975.0;346;791;349;40.78;-124.16;2706.676792;911975.884;1091352.933;430089.2702;365857.3208;0;0;0;0;1
90600;2.1135;46;3042.0;597;1206;541;40.79;-124.16;3256.835746;912866.8094;1092241.507;431073.2765;366869.0519;0;0;0;0;1
86400;3.0216;37;2692.0;488;1263;486;40.79;-124.15;3949.977421;912363.6016;1091735.842;430682.3451;366521.0951;0;0;0;0;1
92800;3.4219;35;2426.0;423;982;432;40.78;-124.14;4328.553077;910968.9129;1090341.122;429306.8785;365161.0716;0;0;0;0;1
99600;2.9143;27;3046.0;605;1407;571;40.77;-124.14;4234.391538;910077.3397;1089451.984;428321.5846;364147.8868;0;0;0;0;1
100600;3.375;24;2858.0;511;1388;512;40.76;-124.15;3630.499272;909690.5789;1089069.883;427729.3326;363484.5955;0;0;0;0;1
90000;3.3984;36;2112.0;374;829;368;40.78;-124.15;3510.298272;911472.1118;1090846.784;429697.386;365508.3493;0;0;0;0;1
96100;2.5536;23;959.0;212;425;175;40.81;-124.11;7683.376195;912145.4343;1091501.261;431111.7138;367181.4228;0;0;0;0;1
86900;2.1101;34;2142.0;420;1056;382;40.78;-124.13;5154.476938;910466.2881;1089835.95;428917.7516;364815.4924;0;0;0;0;1
